id	document	label
7908344	이런 쓰레기영화는 내가 태어나서 처음본다나도 속고 우리아빠도 속았다 그리고 돈도 시간도 아깝다아까워하긴 극장안에 들어가니7~8명밖에 없었으니깐	0
9023774	심각하게 재미없다. 김수로 최악 필모그래피.	0
9616451	김태희 화내는데 발음이 웅얼웅얼 몰입도 안되고 내용도 별로고	0
10115074	주인공 사내랑 계집 진짜 맘에 안듬. 면상 아스팔트에 갈아버리는거 추천	0
10038916	컨텐츠가 부족해용..별루	0
5809493	OO하네	0
5865255	스릴 공포 전개 연기등을 쓰레기통에 넣고 대신 꺼내온 쓰레기같은 영화	0
9152352	쓰레기네 이건뭐 쓰레기란말밖에...	0
9130025	여군특집도 최악이다. 군대를 뭘로보고 질질짜면서 여성임을 강조하는 아이돌들을 왜 캐스팅했을까 군대로 입대한만큼 여군으로서 자질을 갖추도록 하던가 훈련이 쉬운줄아나 눈물바람을 대놓고 할거면 하차해라 마음가짐이 너무 부족함. 애당초 군대방송은 하면안된	0
9307088	지루함은 미덕이 아니다	0
8473419	공포영화에서 제일 중요한 공포가 빠져있다모든게 엉성한 영화 그리고 결정적인건 재미가 없어..ㅡㅡ 1점도 아까움	0
8724671	별로 잼없음ㅋㅋㅋ흑마법사가 나쁜 마음을 가진 마법산데 왜 삼촌은 안그런거지? 애초부터 백마법사 편에 선다는게 모순	0
9975582	에벌리? 애벌레만도 못하다	0
8409559	짐캐리... 어설프게 조니뎁 흉내내는 것 같아 보임.. 그리고 진짜 비호감으로 나옴... 아역 배우들이 예뻐서 간신히 참고 다 보긴 했으나.... 기대 이하.	0
8014139	이러지마.....제발 이러지마.........이게 뭐야..........	0
6168434	나라면 귀신한테 복수한다. 꼭	0
9196783	알바도 앵간히 하지 ? ㅋ	0
2069824	낚였다... 물랑주르 라는 제목만 보고...	0
8651973	별반개도.아깝다.0개.항목만들어라	0
6581865	이런데.. 글안쓰는데;; 머..광신적인믿음과 자기만옳다는생각등.. 그건 그렇다고칩시다.. 도대체 여자주인공? 그 소녀는 먼가요..? 묶여있엇으면 묶은사람도있을텐데 그소란이 일어나도 아무반응없는점이랑.. 군인어쩌구하는소리와..왜이해가안되지;;?	0
8841461	두 캐릭터가 처한 상황, 성격, 방해물, 해결 등은 너무나도 진부한 것들이라, 두 주인공의 사랑은 전혀 로맨틱해보이지 않고 그들의 감정도 제대로 느낄 수가 없다.	0
6386968	오죽하면 sf,코미디,공포,판타지라는 장르에 모두 포함된다고 분류를 해놨을까...	0
8630871	호불호가 갈리는 명백한 영화. 개인적으로는 명백한 불호.	0
8412217	캬 평점 원주율 ㅋㅋ응ㅋㅋ응ㅋㅋ	0
9771752	영화보다 평점이 더 재밌어	0
5837462	몰카에 뭔가 더있을줄알았는데ㅋㅋㅋ	0
5051790	이렇게 성의 없게 편집만 해놓고 마지막 몇분으로 때울라고 하다니	0
4800064	별로 안 웃기다는거 빼면 무난하다. 그런데 코미디장르인게 문제.	0
8626061	요즘 진짜 볼 때마다 짜증이 난다. 어거지로 끼워 맞추는 느낌. 하나는 도저히 복수를 ㅏ자는 맘이 있는건지. 설도현한테 주는 눈길 마음 다 맘에 안 든다. 해바라기하는 한윤찬이 안타깝고, 너무나 철없는 장하나. 진짜 연기도 어찌 저리 못 하는지;	0
3806597	내 리플 삭제 이유가 뭐지!? 아무튼 개인적으로 1점이다.	0
8785070	이게뭔지..막장의극을달리는구나..남자가지자식목숨값들고도망치고딴여자랑바람나서는그여자에게사기먹어돈이나다잃고그것도정신못차려서몇OO동안이나전국적으로여자들이랑놀고정신못차려서애나낳게하고그것도모자라덥썩집에들어와서는개판만들고아직도정신못차리고그것만없으면10점짜리드라마	0
8364092	아쉽다는 생각이 많이 듬.	0
2318141	최악	0
1448653	무리다	0
9958830	주인공땜에 빅대디죽고 아빠도 죽고 다죽네 .;;어줍잖은 영웅행세	0
6167745	생각했던 반전이 진짜로 전개될줄이야.. 카오스란 제목을 하기엔 너무뻔하다.	0
9898887	남주인공의 어색한 연기 덕분에 몰입이 전혀 안되는 영화.얄밉기만하다.	0
4526735	진짜 별로였어요...마지막 남자가 불쌍할 뿐....	0
2916885	이 따위 영화나 찍어오고 있는 주제에 감히 고다르의 &lt비브르 사비&gt를 거론하다니...	0
8552949	많이 아쉽다... 시작 전개되는 부분은 좋았는데... 초딩도 알듯...	0
9904019	이런 노잼영화를 돈주고 본 내가 한심하다. 사실 내돈준건 아니고 친구가 보여준거긴한데 내가 저녁샀으니까 내 돈주고 본거지 뭐ㅠㅠ	0
5406216	이거 자막 좌표 http://www.4shared.com/file/nF7zWsvJ/___Split_Second_1992_.html	0
8488200	인테리어 김성수는 뜬금없이 왜케 따라다니는 캐릭터냐 ㅡㅡ	0
9638160	여러모로 코미디이긴 하다...	0
5537	재미없다.	0
4835022	대만에선 인기 많은거같지만 한국정서에는 맞지 않는 솔직히 욕나오는 지루한 영화	0
5160302	지금2011인데바이러스구제역빼곤안생겻다OO라일본이렇게날짜정해서만든작품졸싫어ㅡ	0
2589102	반담의 완전 B급액션 유치찬란 영화!	0
6734239	7세용 신데렐라스토리	0
2040435	전작을 제대로 망쳐준영화	0
5315789	지루하고 졸리네요 별 내용없는 실화 잘좀 만드시지 지지부진함	0
5741313	솔직히 지루하고 뻔한 내용. 아쉽다.	0
6674064	the most of learned people know that the english are like that ...	0
3775688	아... 진짜.... 시간 날렸당	0
8743438	이건 너무 심각해...	0
6706933	손발 오글거리는 대사의 향연이지만 나름대로 카타르시스 있는 스토리. 박노식이 만든 액션 영화 중 최고인 것 같다.	0
9317538	유치해서 지루함 돈아까워서 보는 정도	0
5275275	어이가없는영화..	0
8635642	완전 시간낭비, 완전 후회	0
7284043	상당히지루하고재미없었던영화하품만 나온다	0
8768090	백제의 수도성은 오늘날 충남 부여인 사비. 거기서 결사대 5천을 조직해서 나갔는데 왜 도독인 계백과 밑 병졸들이 호남 사투리를 쓰고 있나요? 당연히 충청도 사투리를 써야 정상이죠. 백제는 경기 충청의 역사입니다.	0
2531654	아~진짜 내가감독하고잡다.추격자보다 이거보니 한숨나온다	0
4452541	결국은 포스터만 이쁜 영화.	0
6828774	어어이가없네. 난 평점 6점 밑으론 안주는데 이건 0점도 아깝다. 박진희의 알수없는 거짓말로 친구가 성수대교 붕괴로 죽은 걸로 인해 박진희와 박지윤의 말도 안되는 논쟁과 김정난의 히스테리를 관객이 과연 수긍할까??	0
5737012	전 별로 재미가 없었습니다	0
6327180	심형래와 엇비슷한 연출. 몰입되지않는다.	0
9214920	갈수록 등산을 한다..	0
8652405	이런 개후리덜덜. 이게 뭐야	0
2554921	별 반개도 아깝다...	0
1409296	여태본 만화영화중 최악인듯	0
9908936	이건 닌자거북이가 아니야.	0
8051339	"용두사미. 큰 반전도, 스토리에서 오는 짜릿함도, 영화초반의 긴장감도 뒤죽박죽 섞인 캐릭터와 전개속에 묻혔다. ""박수칠때 떠나라""라는 좋은 카피만 남겼을뿐."	0
9681951	오랜만에 평론가들의 평점이 딱 들어맞는 영화를 봤다!	0
161257	유로트립이 훨났다! 무슨소릴!	0
9726292	안봤다하지만핵노잼인건분명하다0점은 왜 없는걸까?	0
9384405	이영화는 박시연만 보면 된다.	0
3228344	그럭저럭	0
8647785	kpop star 인지 apop star 인지 모르겠다... 팝송만 죽어라 하는데 시즌1이나2에서는 외국애들이 한국노래 하려고 노력은 했는데 3에서는 미션아니면 그냥 팝불러재끼고...언어 리듬도 음감도 틀린데 다 알아들어?나만 못알아들어서 느낌 없어?	0
4959712	내돈으로 안봐서 다행	0
8474228	성룡은 좋아하지만 평가는 감성적이지 말자 스토리 헛점은 어쩔수 없지만 아이들 말고 다른 출연진들 문제가 많은 듯 너무 어울리지 않는듯 하다	0
10262322	아놔.. 이거 극장서보고욕나오더만은 완전지겨움 포스터에속아갖고느느.ㅡ	0
1562263	로드무비중에 가장 지루했다. 약간의 경치만 있고 내용은 없슴.	0
8388031	작가들이 지능이 낮은것은 아닐테고 녹음만 하면 끝나는데 질질끌려고 이용을 못하는것인지 등장인물을 너무 멍청하게 설정한것 같네요	0
3305469	잔잔한 불륜 멜로로 출발해서 피를 보는 인질극 블록버스터로 장르 전환하는 놀라움	0
6021858	백수남편에 질렸더라도 래리한테 빠지는 건 이상한 전개.	0
8057519	평점 0점없냐. 시청자 농락하는 작가. 배우들이 불쌍하다	0
8650208	0개는 못주나요? 돈이아까운영화... 예전에본거지만 지금생각해도 별로여서 별점주러 왔어요. 저주받은 동영상이 소잰데 솔직히말하면 동영상도 허접해요 2012년 영화가 맞는지 의심스러웠어요 아 여고생말투 연습좀 하셔야할듯 어색해요 그렇게 안말해요.	0
6112953	똥폼 배우가 똥폼 캐릭터를 만나다.	0
4913812	젓가락질 잘해야만 밥을 먹나요?	0
6265574	연기력 쓰래기애다가 내용 한심할뿐~!내가다 창피하고민망함.	0
2920489	좀 뻔한 스토리.. 스케일 큰것두 아니고..	0
3573607	이게 모니?	0
9588756	0.1점 주고 싶지만 1점이 최저라서 1점 준다.	0
9536195	화려했던 액션인 옹박이 B급 싸구려 액션으로 전락해버리는 영화가 안타깝다. 한 때 유망했던 액션 배우 토니 자는 그저 한물간 배우가 되어 버린 것 같다.	0
10027923	재현의 힘이라니 왜곡의 힘이겠지, 이렇게 광주를 학살이라고 왜곡하니 폭동이라고 왜곡하는 놈들도 생기는 거다. 광주는 학살도 폭동도 아니고 민주화운동일뿐	0
138995	폼만 잡다 끝난다	0
10212663	1점도 아깝다...	0
5671512	OOO기영화 쓰레기통에 집어처넣어버리고싶ㄹ다	0
6216705	수백만분의 일의 당첨으로 로또는 유지된다...	0
8271773	이해할수없다 매우 지루하다 이게 영화인가	0
4685188	기저귀... 쪽바리들 어찌하면 좋을꼬??? 흠... 참 상상력하구는....	0
9854767	강풀의원작을 못살린 망작	0
10001020	한마디로 욕나오는 영화 죽고싶냐 감독	0
8938897	요거 잼있게 본 사람들은 행복한 사람들이야. 부럽다	0
8592736	정서리 명야기 피됴해!!	0
5718836	1점은 됩니다	0
72840	재미없는 공포영화	0
10007913	이 시각 현재 인원은 655명... 평점은 4.45....나의 이 한수로 평점을 4.44로 만들겠다!	0
7151664	있어보이려고 노력하는데 구린 시나리오, 구린 연기..	0
3724219	"메세지가 ""너무"" 교훈적이라 손발이 오그라드는군요!"	0
2067758	막장영화따위	0
5695809	두개도 아까운데...윤하 좋아하지만 말도 안되는 평점이다. 스토리가 한숨만 나온다.	0
9601455	전혀 웃기지도 않고 억지스러운 연출, 변태는 요즘세상엔 평범하다	0
1987755	웃길려고 노력한건 사실 그러나 현실 개 쓰래기 완전 망해가는 영화수치	0
1034280		0
7205658	그냥 서세원이니까,,	0
3582663	범인을 초중반부터 명백하게 알수있게 해준게 영화 최대의 실수	0
8896202	니키타를 따라가고 싶지만 역부족이군	0
6247751	마이클 잭슨이라고 무조건 10점 주는 건 아니라고 본다	0
5379846	이 영화 이후로 전도유망했던 배우 이정현을 영화관에서 찾아볼수가 없었지	0
6737606	이게뭐야 재미도없구만...	0
6226978	0점이 안되네	0
5733003	감흥없는, 밋밋한 모차르트 누나 이야기.	0
8879740	끝까지 다 봤는데 정말 보면 후회함	0
6379758	그나마 슈퍼카때문에 별2개.. 영화보면서 시간이 아깝다는 생각이 들긴 처음..	0
9786101	영화보다 잔 건 맘마미아가 처음임. 정말 재미없음.	0
8403227	짱깨들 자체가 유치하니까 영화도 관객성향에 맞게 유치하게 만드는 거겠지..가뭄에 콩나듯 좋은 영화 하나씩 만들어내고..충무로도 마찬가지고	0
652122	건질거라곤 노래 몇곡과 스타들의 옛모습 뿐..	0
6471311	재미없어 1~2점 준것중 한국영화 9~10점주는 M창있네	0
8619499	"밑에 누구말마따나 NWO목적의 사기중의 상사기 진보성 다큐영화. 현실은 얼어붙고 있는 땅도많다. 녹는 땅만 찍어놓고 ""봐라 다녹는다"" 그럼 장마시즌마다 하늘에서 비가 콸콸 내리니 지구는 이미 다 물에 잠겼겠구나?ㅋㅋ 말도 안되는 진보사기에 속지말자."	0
8128685	개연성이 부족한 구성.. 그건 단지 이 영화의 일부에 불과하다...	0
7451355	재밌게 즐기는데 문제 없지만 미지근해서 실망이다.	0
7229587	4일만에 머리 감을려고 샤워장에 들어갔는데 심지어 샴퓨 쓰기도전에 단수된기분 ... 중간 중간 나오는 음악은 좋네	0
5710634	뷃 뷃	0
7541071	2012 리메이크 버전 보고 생각나서 다시 보았다. 리메이크판보다는 더 만화스럽고 스토리에 이런 저런 살이 많이 붙은 편. 단순명쾌함은 리메이크가 낫지만 제작년도를 고려했을 때 나쁘진 않음	0
5986025	뭘 예기하려는건지.. 내용이 없어 시간이 아까움.	0
8999106	액션 드라마 연출 설정 모든 부분이 어설프다. 정말 실망	0
8330687	그냥 그저 그랬다. 시간 때우기용	0
6870110	쵝저	0
7948515	글쎄 재미없었다.. 뭔가 각본이 이상	0
4852662	짜임새있게 전개되다가 타란티노 식으로 끝을 맺다	0
6726212	김태희만 충족시킬수 있는 영화	0
7676082	이래서 영상화 시키려면 원작자가 집도해야 되는거다ㅉㅉ	0
6637979	내용도 없고, 볼 거리도 없고	0
1208488	어색했던	0
8004054	2시간동안 리무진안에서 만담만 벌입니다. 최악지루	0
7792490	평점 0점은 왜 안 되는거임?	0
7294653	이와이답지않은 졸작	0
10271601	영화관에서 봤는데 배우들 연기나 연출은 괜찬앗지만 스토리 자체가 말이 안되고 재미없고 짜증낫음	0
8195702	발 로도 연기를 할수있다는 대단한 영화!!	0
5523360	글쎄....	0
6725409	말이필요음슴	0
6359432	쓰레기 영화 평점 가관이네	0
7445232	피곤한 새벽에 보니 한시간 반 보는것도 지쳐버림	0
5567551	영화소스자체가 많이 식상하네요...~	0
5944484	평점이(저는 7점) 변함없는 스타일에 지겨워서 또야?하다가 여전히 빠지게 되네요~^^	0
3909684	솔직히 저 영화많이 좋아합니다 어떤영화든 눈한번 안때고 봅니다..근데 이건아니잖아	0
883224	재미없고~~~~~~ ㅡㅡ	0
6807944	정신이 말짱한 사람은 보지 마세요	0
8751841	다행이다 예고편이 있어서... 휴우~~~ 이런걸 돈주고 보는 사람도 있긴한가보네...	0
9142442	내용을 해석하기가 난해하고 지루해서 몰입감도 더 떨어지는 듯.. 결론은 나하곤 안맞는 영화!	0
7947445	재미도 없고 감동도 없고 스토리도 없고. 올랜드 블룸이 제작했다더니 자기 얼굴만 주구장창 클로즈업. 젊어보일려고 머리를 내렸나본데 답답해 보인다. 건들건들 대는 유색 인종. 부정적인 인물은 죄다 유색 인종인 무성의하고 뻔한 캐릭터 설정.	0
3195201	15세영화로선말도안되는배드신영화구성짜임정말연개성없고주제가뭔지?.첨으로보다나옴	0
8772995	아력ㄷ 아온 ㅎ라ㅓㅎ ㅇ랄	0
7086429	할말없다	0
6084913	관계의 그릇된 욕망, 물질과 육체에 한정된 허물. *다시금 소노시온의 괴졸작.	0
8442529	그냥 한국드라마를 한편 봐라...TV용 영화를 개봉한다고? 그냥 식상한 로맨티 코미디물인데 정말 안스럽다	0
4216058	헐...OO같은 모녀....지들이 잘못은 다해놓고 상처받은척...완전 이기주의작렬	0
7728434	재미없다	0
6264859	극단적인 것이 멋진건 아냐....윽	0
8893716	추억팔이라면 10점 주고 싶지만 이건 진짜 아니다!	0
6145834	납치까지..허허 원 갈수록 가관인거 같습니다 막이란 말이 이리가슴에 왼 닿을줄이야	0
9478531	본 멜로중에 제일 별로 김아중은 맨날 똑같은 연기 스타일 베드신도 없고ㅋㅋ 신소율이 더 나은듯?	0
10275304	예고편만 상상이현실로 되는것처럼 보여질뿐 느낀점? 물론있지 그런데 교훈은 책만으로도 충분하다 영화라는건 재미가있어야지 뭐하자는거지;	0
9804122	감독 역량이 잘 드러나는 쓰레기 속편. 원작을 이렇게 잘 망쳐놓을 수가 없다	0
10065025	이걸 보느니 광해나 관상을 한번 더봐라.	0
8253546	여자들 심리가 잘나타난 영화라고 생각함	0
4035934	바다 배경만 아름다웠다~~~~~	0
8106682	80년대 시나리오, 배우들의 발연기등등, 외면받을 이유는 다분했다...	0
5332139	걍 교도소장 죽이고 그 옷입고 나간다는 내용 ㅡㅡ	0
7495034	쓰레기;;;;;	0
8502442	으,,, 차라리 드라마로 제작됬다면 좋았을 원작	0
6734306	예술영화? 뭔가 좀 이상하고 심오하다 싶으면 예술이지?? 재미도 개뿔없고 개연성도 없고 현실성이 떨어져도 예술이지? 록산느 메스키다땜에 봤는데 영~	0
9761830	켄신 빠돌이로서 한마디 돈아깝다 -_-;; 제관점은 추억편 영향이 큰듯.	0
6093121	쓰레기 조폭 영화보다 낫지만 그래도 이건 아니다..	0
7764330	영화중 이선균이 유식한척 브람스의 Intermezzo in A opus 118 을 말하며 유명한곡이라지만 막상 곡을 들으면 음대생조차 무슨곡인지 정확히 못맞춘다ㅋㅋ 허세떨어서 1점준다	0
5527810	유치한 공포 코믹물	0
456370	입체 안경이 없으니 짜증만나	0
5038638	이미 본 사람은 엔딩 3분정도가 전부야 괜히 처음부터 봤어	0
733926	구성이엉성.때문에내용의흐름과주인공의역경에공감하기어려움	0
9698127	최악의내용이엇슴이것도영화라고	0
7495694	불륜에 쓰리썸에.. ㅡㅡ 프랑스의 낭만적인 로맨스 기대했다가 망...	0
6931321	존나끄내진짜씨발 한국더알고작품써라 OOO아	0
4775910	ㄲㅡㅇ	0
9104194	바람피우고 도망간 남편의 귀싸대기를 날리기 위해 월남으로 간 수애 씨	0
9226668	해도해도 너무한다 이건 아니 지금이 14년도인데	0
10246983	기묘한이야기 짬퉁 ..	0
536787	쓰레기영화다. 사무라이?? 화랑이 다 이기겠네	0
9906821	아이유 언니 보고 별점 4개 줍니다.	0
8849	코믹? 뒤로 갈수록 시사회 온 사람들의 웃음소리만..어이가 없다..;;;	0
6171361	완성도가 상당히 떨어지네요.. 블랙코메디도 개그도 없고 풍자마져 실패했습니다	0
6400643	옜다 1점	0
6821008	스토리를 짜내서 질질 끌면 하나마나입니다! 아무리 회수가 많다고해도 발단->전개->절정->결말이 있는건데 이건 무슨 절정 에피소드만 여러개네요! 감동도 없고! 제발 생각이 있으면 제대로 글을 쓰세요!!	0
3843138	이제는 비디오 렌탈숍에서나 환영받을만한,3류 액션스타로 전락한 웨서방.	0
8892498	최고라고 말할 수 있다.	0
7354601	kinda trash... worst ever..	0
3151553	잔잔한 여운?... 영화를 보는 관점이 달라서 그런가?..	0
7832046	저것도 CG라고 쓴건지ㅋㅋㅋㅋㅋㅋ진짜 망작중에망작....	0
5424220	스피드를 짜릿하게만들지도못할꺼면서 왜 롤러걸을 소재로했는가.	0
9654261	와...내가 이걸 왜 봤지.. 다운로드 받는데 고생하고 시간걸린게 아까워서 다 봄. 평점이 왜 7점이나 되는지 의문. 1점도 아깝다.	0
5562538	늘 그렇듯 3편까지 오면 기대에 맞게 제작되다.	0
1522521	영화를여지껏보면서악플달고싶던영화다보지마소!	0
6140551	농구 참 멋지게 한다.	0
6209409	이상하게 섹시함이 없다. 여배우의 탓도 있고 전체적으로 흐름 느슨하고 색감만 좋다	0
6568624	예고편보고 잼겟다봣는데 정말예고편 그냥그게다	0
7904053	메인 예고편이 개그맨(등 더빙출연자로로 은근히 덮어씌우는 것은 다 돈 아까운거라고 보시면 되고,,10점이 많은 것도 알바좀비들의 활약으로 보시면 됩니다.낮은 점수에서 실제 본 분들의 평을 보시고 고민하세요.쓰레기 기획사, 좀비알바 들,,	0
6429520	두개의 문 아웃	0
9574613	그닥 재미가...ㅇㅎㄹ옿옿ㅇㄶㅇ	0
6213052	재미도없는게 런닝타임은 열라구 기네	0
8146384	한국판 편지인가 ? 슬프지도 않고 웃기지도 않고 너무 밋밋 함 지루함	0
2825325	아이가 커진만큼 영화는 초라해졌다	0
2714397	밥은 먹고 다니냐?	0
8698210	로저 도널드슨이 이런 쓰레기영화를 만들었다는게 믿기질 않는다..	0
9397572	1편은 안 봤고 참 이건 아니다 싶은 영화 중 하나. 장 르노는 역시 레옹	0
4256712	직쏘 따라한 3류 영화. 잔인해지다가 짜증나게 만드는 영화.	0
126592	뻔할 뻔자 스토리..[저지걸]에서 주연배우만 바꾸면 된다..	0
7968619	프랑스 티비에서 지금했는데 얼마전개봉작?!! 암튼 하도 쓰레기같아서 혹시하고 네이버에 찾았음 ㅋ아 진심...연기를 안해!!배우들이!!!게다가 상어 에 폭발신..심지어 배우들 가슴까지!!다 가짜티남 ㅋㅋ1점도 아깝다진짜	0
8308287	참내 뭐야 이런 쓰레기같은 이런게 개봉했었나???	0
743581	인간이 다른 종OO지 얼마나 잘 써먹는지를 보여주는	0
4482330	자식 이기는 부모 없다더니..	0
4940919	OOO..?	0
5729772	유오성.,., 무너지는 구나	0
3070262	이런영화본 내가 잘못이지	0
6873281	관우만이 정의다. ㅋㅋ	0
5444013	정말 재밌어요!!! 강추 이거 때문에 지하철을 못타겟어요 넘 무서워서 ㅠㅠ	0
5591816	다시 파이	0
6141043	감탄만 말고,감독의필모그래피를 꼭 살펴보길...갑자기 기가막히고,코가막히다.그쵸?	0
9521894	B급도 아닌 C급영화다.... 이렇게 재미없을수도 있는건지....	0
6638897	ㅋㅋ 결말이 어이없다..	0
2536809	이건 유희왕도 아니고 타짜도 아녀....	0
9305758	민폐다 민폐...결국 딴 남자한테 갈거면서...공감이 전혀안되는 영화	0
3995766	참 저렴한 이글 아이.	0
7399594	ㅋㅋ난 오키타 안리 연기 보고 웃겼는데 몸매는 당연 쵝오~~	0
7914785	답이 없다	0
8348979	하나도 안무섭고 재미도없고 소재가 아깝고	0
8972035	이스라엘은 이미 총 든 좀비들	0
1590979	쩝~~! 별루	0
530686	이정도 평가를 받을만큼 쓰레기는 아닌듯	0
5781592	TV영화로도 부족하다. 허접을 표현해내다.	0
7785655	bad	0
2108298	너무 많은 너무 다른 장르가 난잡하게 섞여있다.	0
7694513	극장에서 보다가 잣음. 더빙 엉망임 엥엥거리는 목소리 처음부터 끝까지 비슷한 연기톤..	0
4104942	별볼것없는 귀신영화 ~_~	0
9237642	영화보는 내내 어디선가 본듯한 설정이라고 생각했는데, 2009년에 개봉했던 장혁, 조동혁, 이상우 주연의 펜트하우스 코끼리란 영화의 설정을 거의 그대로 가져왔더군요. --; 이미 망한 영화의 설정으로 더 망작을 만들수도 있다는걸 알게 해줍니다. --;	0
2597727	한국관련 외국영화라 높은평점. 졸작-지루함의 연속.	0
5724823	정말 저질이 따로없구나..	0
1499594	시간 아까웠슴ㅋ	0
2532836	아 너무 실망,... 극장에서 조조로 봤는데 파트너랑 저밖에 없더군요=-=	0
1954916	뉴스보고 웃는 느낌ㅋㅋㅋ	0
8792686	주제 및 내용이 참.. 뭐라 할 말이 없다. 차라리 엄마대신에 젊은 여자를 주인공으로 해야했다. 이도 저도 아닌 인물관계가 망쳤다. 연기력에 이정도 푱점을 받는다.	0
9614841	좀 지루하기도하고 부인이 왜 그렇게까지 남편을 싫어하는지 잘 이해가 안된다	0
3625246	완전 쓰레기 영화. 배우들 연기도 꽝. 스토리도 꽝. 내가 만든것도 이것보단 나아.	0
8121024	처음엔 정말 잼있게 봤는데 계속 꼬이고 답답하고 질질 끌고 언제쯤 밝혀지는지 ㅜㅜ	0
10016047	강예원, 오지호. 평소에 좋아하던 배우들이라 영화를 보게 되었습니다. 그들이 이런 저급한 영화를 찍을 정도로 급이 낮아졌는지 의심이 되네요.	0
8610419	진심 알바하는놈들진짜실타 진심 재미없다	0
9138088	장난하냐....어디 혹성탈출 시리즈의 명예를 이런 식으로 더럽혀..배급사 진짜 고소하고 싶네...네이버 이거 연관영화에서 오리지널 혹성탈출 시리즈 당장 삭제하세요. 정보 신빙성 떨어집니다. 진심.	0
8845419	러닝타임 1시간 30분에 본론으로 들어가기까지 1시간을 잡아먹는건 뭐하자는거임?	0
2721319	감독과 조양은의 마지막 작품이군..	0
5247241	볼거하나도없네 ㅡㅡ;	0
5348337	다소 오글 각본이지만.. 화질.. 좋다.	0
8515456	제미지짠지짠없습니다^^	0
9938959	다큐멘터리보다 더 못하다. 게다가 상식적으로 불가능한 영화나오는건 몇가지 빼고 다 중국, 몽골에서 발견된 놈들	0
9913521	작가가 한국인인가요? 막장드라마 보는쥴;;	0
9464216	진부하고 엉성한데 지루하기까지.. 디에고만 불쌍하게 됐군.	0
4666154	으...제발 이런식으로는 참아달라고ㅠ	0
7799905	사랑해서..미안해..나오자 마자 닭되는줄..온통 손발이 접히는 대사뿐임.그나마 연기자들이 연기를 괜찮게 해서 볼만은 했음.물론 공짜로.	0
9106144	왜 사회자분들이 방송을 주관적이고 사심방송들을 하시느건지 개인적인 바람이나 취향은 사석에서나 하시고 초심으로 돌아가 썰전다운 방송좀 해보시라는..허지웅 박지윤씨 사심방송 보기 거북합니다 패널좀 바꾸고 가시죠	0
8717208	쨉만 날리니 스릴이 없지	0
7415141	미스캐스팅!김주혁이최선이였나? 신선한연기자도많은데..	0
9237760	의느님을 강남이 아닌 어디 외딴 지방에서 만나셨나 가라엎고 도 미인이 없네 ㅠㅠ 1점	0
7861348	조잡한 3d 보소? 60년대 개봉한 이순재 할아버지 리즈시절때 나온 괴수용가리 cg급이네?	0
10124803	견자단의 액션으로 카바치기엔 영화 자체가 존나게 허술하다. 웬지 후편이 있을거 같은 찝찝한 엔딩도 맘에 안들고	0
